time,normalized_sal
2021-10-19 00:26:31,529.7526666666666
2021-10-19 00:27:02,527.1597333333333
2021-10-19 00:27:31,527.1597333333333
2021-10-19 00:28:02,524.6469333333333
2021-10-19 00:28:31,524.7268666666666
2021-10-19 00:29:01,523.3069333333334
2021-10-19 00:29:32,521.2077333333333
2021-10-19 00:30:01,520.4422666666667
2021-10-19 00:30:31,518.615
2021-10-19 00:31:02,518.615
2021-10-19 00:31:31,518.615
2021-10-19 00:32:01,518.615
2021-10-19 00:32:32,516.4125333333334
2021-10-19 00:33:01,516.4125333333334
2021-10-19 00:33:31,515.1908
2021-10-19 00:34:02,515.1908
2021-10-19 00:34:31,485.0019500534692
2021-10-19 00:35:02,459.09705847326427
2021-10-19 00:35:31,435.8191170651744
2021-10-19 00:36:02,414.78782009898856
2021-10-19 00:36:31,395.6928919681807
2021-10-19 00:37:02,378.27867726425274
2021-10-19 00:37:31,362.3326284129893
2021-10-19 00:38:01,347.67658730158735
2021-10-19 00:38:31,334.14561844500304
2021-10-19 00:39:01,321.64181719577823
2021-10-19 00:39:32,311.3052919414509
2021-10-19 00:40:01,300.4673006015913
2021-10-19 00:40:32,290.358562748481
2021-10-19 00:41:01,281.6218295293734
2021-10-19 00:41:32,272.7444475681755
2021-10-19 00:42:01,265.0530780499438
2021-10-19 00:42:32,257.1934876033058
2021-10-19 00:43:01,249.78659260924007
2021-10-19 00:43:30,242.79437648233682
2021-10-19 00:44:01,238.3288910476306
2021-10-19 00:44:31,232.011111767835
2021-10-19 00:45:01,227.1368360443357
2021-10-19 00:45:31,221.77073978446342
2021-10-19 00:46:02,216.32497467765336
2021-10-19 00:46:31,211.14025009351786
2021-10-19 00:47:02,206.1928556518109
2021-10-19 00:47:31,201.47714234721198
2021-10-19 00:48:02,198.96844309287602
2021-10-19 00:48:31,194.61699378276242
2021-10-19 00:49:01,190.45180377934722
2021-10-19 00:49:32,186.46116470835574
2021-10-19 00:50:01,182.63432938269344
2021-10-19 00:50:32,179.3411205524292
2021-10-19 00:51:01,175.80553846153848
2021-10-19 00:51:32,172.73616828674267
2021-10-19 00:52:01,169.4599737810293
2021-10-19 00:52:32,166.6703741362495
2021-10-19 00:53:01,163.99547750977837
2021-10-19 00:53:32,161.3808142442733
2021-10-19 00:54:01,159.1500923705829
2021-10-19 00:54:32,156.39303578670888
2021-10-19 00:55:02,154.11732098109195
2021-10-19 00:55:31,152.60863478553028
2021-10-19 00:56:02,150.09555543316628
2021-10-19 00:56:31,147.66390333766796
2021-10-19 00:57:02,145.59507686839066
2021-10-19 00:57:31,143.31036352821806
2021-10-19 00:58:02,141.0962469212353
2021-10-19 00:58:32,138.94950471538095
2021-10-19 00:59:03,137.46407030558203
2021-10-19 00:59:32,135.70126748971194
2021-10-19 01:00:02,133.9950362548056
2021-10-19 01:00:34,132.0732924021489
2021-10-19 01:01:03,130.20589208871235
2021-10-19 01:01:34,128.39056234262802
2021-10-19 01:02:03,127.43234460029127
2021-10-19 01:02:38,126.28406822718199
2021-10-19 01:03:07,124.88695937579259
2021-10-19 01:03:42,123.72546594823778
2021-10-19 01:04:11,122.21550621876091
2021-10-19 01:04:49,120.64313478005192
2021-10-19 01:05:29,119.11070831799259
2021-10-19 01:06:00,117.61672376424526
2021-10-19 01:06:33,116.58582831574876
2021-10-19 01:07:04,115.15929831262191
2021-10-19 01:07:37,113.76725601703366
2021-10-19 01:08:08,112.6087639641559
2021-10-19 01:08:48,111.27968421052631
2021-10-19 01:09:29,110.2021015124127
2021-10-19 01:09:59,108.93142144638404
2021-10-19 01:10:33,107.6897103861941
2021-10-19 01:11:03,106.47598884253908
2021-10-19 01:11:49,105.69440268372989
2021-10-19 01:12:34,104.52942911208866
2021-10-19 01:13:03,103.60853923844482
2021-10-19 01:13:49,102.49118736173897
2021-10-19 01:14:38,101.80708661417323
2021-10-19 01:15:07,101.02112485436207
2021-10-19 01:15:50,100.09366702380399
2021-10-19 01:16:45,99.26963637411397
2021-10-19 01:17:15,98.25386142228102
2021-10-19 01:17:49,97.89038945787556
2021-10-19 01:18:49,97.45749865855839
2021-10-19 01:19:49,96.78017332019968
2021-10-19 01:20:49,96.2146191780822
2021-10-19 01:21:49,95.55382161112135
2021-10-19 01:22:49,94.63262542453033
2021-10-19 01:23:42,93.72902140705335
2021-10-19 01:24:11,93.54662687952087
2021-10-19 01:24:49,92.9068783621455
2021-10-19 01:25:50,92.04445732262604
2021-10-19 01:26:50,91.70674363522645
2021-10-19 01:27:51,91.06030926787636
2021-10-19 01:28:51,90.5881660021747
2021-10-19 01:29:52,89.99126929485836
2021-10-19 01:30:52,89.3589074150992
2021-10-19 01:31:51,88.57319021712493
2021-10-19 01:32:51,88.11425295398008
2021-10-19 01:33:51,87.5266210058858
2021-10-19 01:34:51,87.0832712547514
2021-10-19 01:35:51,86.34357925437725
2021-10-19 01:36:51,85.76173708920187
2021-10-19 01:37:51,85.20031285790105
2021-10-19 01:38:51,84.6545237963322
2021-10-19 01:39:51,83.95909003489298
2021-10-19 01:40:51,83.42474202456218
2021-10-19 01:41:52,83.03813127900166
2021-10-19 01:42:50,82.47286426771062
2021-10-19 01:43:39,81.81690740297395
2021-10-19 01:44:08,81.1713026496358
2021-10-19 01:44:50,80.84533140153961
2021-10-19 01:45:50,80.34151431961271
2021-10-19 01:46:51,79.86104427333976
2021-10-19 01:47:43,79.38929774442501
2021-10-19 01:48:13,78.81210541460028
2021-10-19 01:48:51,78.36368523169185
2021-10-19 01:49:52,77.87081096402014
2021-10-19 01:50:32,77.29283509718418
2021-10-19 01:51:03,76.868
2021-10-19 01:51:44,76.3058126166967
2021-10-19 01:52:15,75.75178883636599
2021-10-19 01:52:48,75.20575212349627
2021-10-19 01:53:37,74.93218337615089
2021-10-19 01:54:06,74.39973066106865
2021-10-19 01:54:48,73.87479155523393
2021-10-19 01:55:44,73.45135867654984
2021-10-19 01:56:14,72.94032235545973
2021-10-19 01:56:48,72.5530718511215
2021-10-19 01:57:48,72.05521683585651
2021-10-19 01:58:33,71.68665380115182
2021-10-19 01:59:03,71.32501980907823
2021-10-19 01:59:49,70.84546367643091
2021-10-19 02:00:41,70.08677750560275
2021-10-19 02:01:11,69.62179932843218
2021-10-19 02:01:50,69.31414443472957
2021-10-19 02:02:33,68.98328467153284
2021-10-19 02:03:03,68.98328467153284
2021-10-19 02:03:33,70.85526857416568
