timestamp,test_value
2020-07-02 09:55:34,55613.27
2020-07-02 21:34:43,55797.11
2020-07-02 13:22:32,55871.43
2020-07-02 10:37:25,55783.55
2020-07-02 13:22:32,55871.43
2020-07-02 10:37:25,55783.55
2020-07-02 09:46:38,55715.31
2020-07-02 09:50:36,55735.76
2020-07-02 09:46:38,56100.82
2020-07-02 09:55:34,55837.86
2020-07-02 09:47:59,55757.44
2020-07-02 21:34:43,55880.62
2020-07-02 09:50:36,55925.24
2020-07-02 21:33:19,55877.61
2020-07-02 09:47:59,55572.55
2020-07-02 21:33:19,55805.3
2020-07-02 21:31:58,55771.12
2020-07-02 13:11:28,55790.92
2020-07-02 21:34:00,56208.72
2020-07-02 17:41:32,55880.62
2020-07-02 09:47:17,55985.89
2020-07-02 09:47:17,55654.04
2020-07-02 21:36:50,55594.1
2020-07-02 09:52:34,56154.93
2020-07-02 09:51:14,56078.88
2020-07-02 09:51:56,55968.62
2020-07-02 21:36:03,55690.15
2020-07-02 21:36:50,55636.82
2020-07-02 09:53:37,56003.03
2020-07-02 09:54:19,55817.73
2020-07-02 21:36:03,55702.9
2020-07-02 09:52:34,55884.87
2020-07-02 09:53:37,55797.62
2020-07-02 09:54:19,55776.71
2020-07-02 21:35:23,55958.34
2020-07-02 09:54:56,55708.49
2020-07-02 13:16:02,55925.24
2020-07-02 13:12:09,55654.04
2020-07-02 13:15:13,55735.76
2020-07-02 13:20:39,55735.76
2020-07-02 10:40:40,55735.76
2020-07-02 13:20:39,55735.76
2020-07-02 10:40:40,55735.76
2020-07-02 13:13:01,55559.0
2020-07-02 13:13:47,55717.32
2020-07-02 13:13:01,55851.28
2020-07-02 13:16:02,55722.12
2020-07-02 13:17:20,55925.24
2020-07-02 13:19:59,56209.42
2020-07-02 10:41:37,56229.83
2020-07-02 13:19:59,56209.42
2020-07-02 10:41:37,56229.83
2020-07-02 13:21:16,55592.9
2020-07-02 10:38:56,55620.06
2020-07-02 13:21:16,55592.9
2020-07-02 10:38:56,55620.06
2020-07-02 13:13:47,55831.41
2020-07-02 13:14:31,55899.93
2020-07-02 13:14:31,56134.71
2020-07-02 13:05:27,55941.13
2020-07-02 13:10:49,55717.32
2020-07-02 13:15:13,55777.52
2020-07-02 13:11:28,55647.24
2020-07-02 13:16:40,56114.37
2020-07-02 13:04:47,55756.23
2020-07-02 13:10:49,55948.0
2020-07-02 12:31:26,55905.05
2020-07-02 13:21:16,55764.13
2020-07-02 10:38:56,55764.13
2020-07-02 13:21:16,55764.13
2020-07-02 10:38:56,55764.13
2020-07-02 13:20:39,56087.28
2020-07-02 10:40:40,56066.97
2020-07-02 13:20:39,56087.28
2020-07-02 10:40:40,56066.97
2020-07-02 13:12:09,55985.89
2020-07-02 13:16:40,55620.06
2020-07-02 12:14:06,55918.5
2020-07-02 13:21:54,55899.93
2020-07-02 13:19:59,56286.79
2020-07-02 10:41:37,56300.7
2020-07-02 13:19:59,56286.79
2020-07-02 10:41:37,56300.7
2020-07-02 12:22:22,55985.89
2020-07-02 12:14:06,56065.07
2020-07-02 12:23:03,55931.97
2020-07-02 12:13:26,56202.62
2020-07-02 12:23:03,55906.79
2020-07-02 13:19:19,56087.28
2020-07-02 10:42:22,56107.6
2020-07-02 13:19:19,56087.28
2020-07-02 10:42:22,56107.6
2020-07-02 12:13:26,56085.79
2020-07-02 08:43:43,55750.75
2020-07-02 12:14:44,55941.13
2020-07-02 13:18:41,55763.06
2020-07-02 10:43:16,55858.0
2020-07-02 13:18:41,55763.06
2020-07-02 10:43:16,55858.0
2020-07-02 13:19:19,55879.36
2020-07-02 10:42:22,55906.79
2020-07-02 13:19:19,55879.36
2020-07-02 10:42:22,55906.79
2020-07-02 12:23:40,55579.33
2020-07-02 12:23:40,56060.2
2020-07-02 13:10:09,56085.79
2020-07-02 12:27:23,55817.73
2020-07-02 08:43:43,55934.26
2020-07-02 12:27:23,55749.41
2020-07-02 12:28:39,55865.65
2020-07-02 12:29:17,55851.28
2020-07-02 12:30:30,55838.26
2020-07-02 12:28:39,55938.7
2020-07-02 12:29:17,55845.1
2020-07-02 12:31:26,56120.34
2020-07-02 12:32:08,55797.62
2020-07-02 12:30:30,55992.64
2020-07-02 08:36:11,55965.66
2020-07-02 12:32:08,55790.38
2020-07-02 08:42:18,55660.84
2020-07-02 12:22:22,55934.26
2020-07-02 08:36:49,56175.44
2020-07-02 08:42:18,56039.92
2020-07-02 08:37:51,55783.55
2020-07-02 08:41:39,55851.95
2020-07-02 08:42:57,55979.15
2020-07-02 08:42:57,55982.38
2020-07-02 08:39:49,55851.28
2020-07-02 08:38:31,55884.87
2020-07-02 08:38:31,55838.26
2020-07-02 08:28:55,56094.05
2020-07-02 08:37:51,55925.24
2020-07-02 12:28:00,56030.59
2020-07-02 08:33:08,56127.93
2020-07-02 12:28:00,55999.39
2020-07-02 08:32:05,55992.64
2020-07-02 08:33:08,55858.8
2020-07-02 08:31:23,55654.04
2020-07-02 08:32:05,56503.25
2020-07-02 08:41:39,55757.44
2020-07-02 08:35:29,55838.26
2020-07-02 08:41:00,56182.23
2020-07-02 08:36:11,56161.86
2020-07-02 08:41:00,55838.26
2020-07-02 08:36:49,55620.06
2020-07-02 08:35:29,55871.43
2020-07-02 21:28:08,56156.27
2020-07-02 21:23:48,56066.34
2020-07-02 21:23:48,55675.66
2020-07-02 21:22:27,55770.33
2020-07-02 21:27:30,55866.91
2020-07-02 21:22:27,55990.56
2020-07-02 21:23:08,56174.75
2020-07-02 21:23:08,55777.95
2020-07-02 21:21:48,56066.34
2020-07-02 21:21:48,55771.12
2020-07-02 21:26:35,55985.3
2020-07-02 21:29:59,55850.75
2020-07-02 17:45:21,55908.07
2020-07-02 21:20:29,55830.62
2020-07-02 17:42:12,55914.93
2020-07-02 21:29:59,55949.28
2020-07-02 21:26:35,55880.62
2020-07-02 21:21:08,55998.79
2020-07-02 17:44:05,56059.57
2020-07-02 17:43:11,55880.62
2020-07-02 17:44:05,56059.57
2020-07-02 17:43:11,55880.62
2020-07-02 21:28:47,55963.03
2020-07-02 17:45:21,55810.51
2020-07-02 21:28:47,55703.49
2020-07-02 17:44:43,55506.01
2020-07-02 17:44:43,55891.05
2020-07-02 21:21:08,56045.68
2020-07-02 21:28:08,56025.79
2020-07-02 21:31:58,55743.58
2020-07-02 21:20:29,55901.2
2020-07-02 21:24:29,55560.18
2020-07-02 21:24:29,55911.22
2020-07-02 21:31:18,55709.72
2020-07-02 17:42:12,55756.95
2020-07-02 17:40:20,55844.04
2020-07-02 21:25:38,55757.47
2020-07-02 21:31:18,56025.79
2020-07-02 17:41:32,55696.82
2020-07-02 21:25:38,56188.34
2020-07-02 21:30:38,55648.45
2020-07-02 17:43:11,55810.51
2020-07-02 21:38:23,55743.82
2020-07-02 21:34:00,55553.4
2020-07-02 09:57:51,55620.06
2020-07-02 21:38:23,55710.17
2020-07-02 06:43:54,55989.26
2020-07-02 09:57:51,55878.15
2020-07-02 09:59:08,55769.88
2020-07-02 09:59:08,55918.5
2020-07-02 06:43:54,55817.73
2020-07-02 09:57:01,55749.41
2020-07-02 09:59:47,56044.38
2020-07-02 09:56:14,55715.31
2020-07-02 21:30:38,55783.72
2020-07-02 09:56:14,55931.97
2020-07-02 17:44:05,55873.77
2020-07-02 09:51:56,55831.15
2020-07-02 09:57:01,55824.44
2020-07-02 06:44:33,55764.13
2020-07-02 06:44:33,56016.81
2020-07-02 06:42:39,55920.52
2020-07-02 21:37:29,56269.96
2020-07-02 21:37:29,55791.62
2020-07-02 06:39:02,55750.75
2020-07-02 21:40:10,55942.41
2020-07-02 21:41:54,55853.21
2020-07-02 21:40:10,55696.82
2020-07-02 06:42:00,55931.97
2020-07-02 21:41:54,55857.46
2020-07-02 06:46:33,55938.7
2020-07-02 06:47:51,55737.37
2020-07-02 21:43:31,55716.85
2020-07-02 06:49:09,55931.97
2020-07-02 06:52:40,55640.44
2020-07-02 06:52:40,56141.5
2020-07-02 21:39:16,56093.4
2020-07-02 09:58:28,56099.6
2020-07-02 21:42:48,55971.81
2020-07-02 06:50:28,55898.32
2020-07-02 06:41:22,55893.07
2020-07-02 06:53:17,56127.93
2020-07-02 12:35:39,55724.0
2020-07-02 21:46:04,55825.82
2020-07-02 21:42:48,55764.29
2020-07-02 06:39:02,55688.06
2020-07-02 06:42:00,55989.26
2020-07-02 21:41:15,55757.47
2020-07-02 06:46:33,55769.88
2020-07-02 06:53:17,55804.05
2020-07-02 06:53:56,55999.39
2020-07-02 06:45:16,55742.58
2020-07-02 21:39:16,55750.64
2020-07-02 10:00:40,55958.92
2020-07-02 09:59:47,55790.92
2020-07-02 06:53:56,55982.38
2020-07-02 06:45:16,55790.92
2020-07-02 21:43:31,55866.91
2020-07-02 06:45:55,55831.15
2020-07-02 21:45:22,55901.2
2020-07-02 06:49:09,55660.84
2020-07-02 06:48:30,55831.41
2020-07-02 21:44:13,56038.79
2020-07-02 06:47:51,55599.69
2020-07-02 06:40:34,55906.79
2020-07-02 21:47:45,55825.82
2020-07-02 06:40:34,55817.73
2020-07-02 21:47:45,55797.11
2020-07-02 21:46:45,55710.17
2020-07-02 06:51:09,56092.69
2020-07-02 21:46:45,55533.08
2020-07-02 06:52:02,56071.98
2020-07-02 21:46:04,55850.75
2020-07-02 06:51:09,56019.64
2020-07-02 06:52:02,55750.75
2020-07-02 21:41:15,56242.73
2020-07-02 12:33:00,55911.78
2020-07-02 09:51:14,55797.62
2020-07-02 09:58:28,55717.32
2020-07-02 06:50:28,56078.88
2020-07-02 21:48:30,56134.05
2020-07-02 12:37:22,55769.88
2020-07-02 12:34:25,55934.26
2020-07-02 05:03:45,56073.74
2020-07-02 05:14:08,55831.41
2020-07-02 12:38:30,55565.77
2020-07-02 05:11:40,55797.62
2020-07-02 12:34:25,56019.64
2020-07-02 12:39:08,55906.79
2020-07-02 05:11:40,55927.39
2020-07-02 12:39:46,55797.62
2020-07-02 12:38:30,56189.03
2020-07-02 05:03:45,55920.52
2020-07-02 12:39:08,55884.87
2020-07-02 05:14:08,55677.25
2020-07-02 09:32:32,55531.9
2020-07-02 09:29:56,56060.2
2020-07-02 05:12:37,56175.44
2020-07-02 09:37:09,55838.26
2020-07-02 05:12:37,56058.17
2020-07-02 05:15:51,55886.22
2020-07-02 09:41:46,56006.14
2020-07-02 05:14:53,56080.5
2020-07-02 05:16:49,56216.22
2020-07-02 13:41:26,56127.93
2020-07-02 12:41:18,56019.64
2020-07-02 12:44:56,55872.5
2020-07-02 12:47:49,55985.89
2020-07-02 09:09:33,56195.82
2020-07-02 05:05:13,55891.6
2020-07-02 05:42:46,55952.18
2020-07-02 05:14:53,55763.06
2020-07-02 04:59:32,55945.44
2020-07-02 12:41:56,55769.88
2020-07-02 05:16:49,55838.26
2020-07-02 12:49:04,55905.05
2020-07-02 12:41:56,55744.06
2020-07-02 12:42:34,56373.11
2020-07-02 12:41:18,55948.0
2020-07-02 09:11:04,55938.7
2020-07-02 17:12:11,55539.85
2020-07-02 05:15:51,56155.07
2020-07-02 09:29:56,55824.57
2020-07-02 09:32:32,55784.22
2020-07-02 09:36:26,55831.41
2020-07-02 12:43:14,55961.75
2020-07-02 13:39:00,55763.06
2020-07-02 10:52:18,55756.23
2020-07-02 13:39:00,55763.06
2020-07-02 10:52:18,55756.23
2020-07-02 12:45:43,55681.25
2020-07-02 12:44:14,55750.75
2020-07-02 12:42:34,55906.79
2020-07-02 12:40:24,55697.28
2020-07-02 12:43:14,56046.68
2020-07-02 12:33:00,55667.64
2020-07-02 09:03:07,56386.8
2020-07-02 12:46:22,55965.66
2020-07-02 12:45:43,55844.57
2020-07-02 12:47:49,55851.95
2020-07-02 09:03:46,56558.41
2020-07-02 09:01:06,55851.28
2020-07-02 09:03:07,55865.65
2020-07-02 09:03:46,55804.05
2020-07-02 12:44:14,55968.62
2020-07-02 12:48:26,56127.93
2020-07-02 12:44:56,55784.22
2020-07-02 09:01:48,55763.06
