timestamp,test_value
2020-07-02 09:55:34,472.84
2020-07-02 21:34:43,474.78
2020-07-02 13:22:32,473.64
2020-07-02 10:37:25,472.65
2020-07-02 13:22:32,473.64
2020-07-02 10:37:25,472.65
2020-07-02 09:46:38,473.38
2020-07-02 09:50:36,473.46
2020-07-02 09:46:38,474.68
2020-07-02 09:55:34,474.2
2020-07-02 09:47:59,474.08
2020-07-02 21:34:43,473.69
2020-07-02 09:50:36,474.03
2020-07-02 21:33:19,474.58
2020-07-02 09:47:59,473.56
2020-07-02 21:33:19,472.74
2020-07-02 21:31:58,473.69
2020-07-02 13:11:28,474.12
2020-07-02 21:34:00,474.66
2020-07-02 17:41:32,474.26
2020-07-02 09:47:17,473.76
2020-07-02 09:47:17,474.07
2020-07-02 21:36:50,473.65
2020-07-02 09:52:34,473.31
2020-07-02 09:51:14,472.87
2020-07-02 09:51:56,472.7
2020-07-02 21:36:03,475.51
2020-07-02 21:36:50,474.8
2020-07-02 09:53:37,473.85
2020-07-02 09:54:19,474.68
2020-07-02 21:36:03,472.86
2020-07-02 09:52:34,474.37
2020-07-02 09:53:37,474.17
2020-07-02 09:54:19,473.41
2020-07-02 21:35:23,474.12
2020-07-02 09:54:56,472.89
2020-07-02 13:16:02,473.59
2020-07-02 13:12:09,473.24
2020-07-02 13:15:13,473.16
2020-07-02 13:20:39,473.06
2020-07-02 10:40:40,473.11
2020-07-02 13:20:39,473.06
2020-07-02 10:40:40,473.11
2020-07-02 13:13:01,473.16
2020-07-02 13:13:47,474.68
2020-07-02 13:13:01,475.09
2020-07-02 13:16:02,473.68
2020-07-02 13:17:20,475.39
2020-07-02 13:19:59,473.69
2020-07-02 10:41:37,473.86
2020-07-02 13:19:59,473.69
2020-07-02 10:41:37,473.86
2020-07-02 13:21:16,473.26
2020-07-02 10:38:56,473.33
2020-07-02 13:21:16,473.26
2020-07-02 10:38:56,473.33
2020-07-02 13:13:47,473.48
2020-07-02 13:14:31,473.38
2020-07-02 13:14:31,475.09
2020-07-02 13:05:27,473.38
2020-07-02 13:10:49,474.61
2020-07-02 13:15:13,474.12
2020-07-02 13:11:28,473.53
2020-07-02 13:16:40,474.08
2020-07-02 13:04:47,473.19
2020-07-02 13:10:49,473.14
2020-07-02 12:31:26,473.76
2020-07-02 13:21:16,473.98
2020-07-02 10:38:56,474.24
2020-07-02 13:21:16,473.98
2020-07-02 10:38:56,474.24
