time,value
1607817600.0,17.8
1607818500.0,18.0
1607819400.0,18.0
1607820300.0,18.2
1607821200.0,18.2
1607822100.0,18.1
1607823000.0,18.2
1607823900.0,18.2
1607824800.0,18.3
1607825700.0,18.4
1607826600.0,18.2
1607827500.0,18.0
1607828400.0,18.1
1607829300.0,18.1
1607830200.0,18.1
1607831100.0,18.1
1607832000.0,18.1
1607832900.0,18.1
1607833800.0,18.1
1607834700.0,18.0
1607835600.0,18.0
1607836500.0,19.2
1607837400.0,19.4
1607838300.0,19.2
1607839200.0,19.2
1607840100.0,19.1
1607841000.0,19.0
1607841900.0,18.8
1607842800.0,18.8
1607843700.0,18.6
1607844600.0,18.4
1607845500.0,18.1
1607846400.0,18.1
1607847300.0,17.9
1607848200.0,17.7
1607849100.0,17.5
1607850000.0,17.3
1607850900.0,17.2
1607851800.0,17.2
1607852700.0,17.2
1607853600.0,17.2
1607854500.0,17.5
1607855400.0,17.3
1607856300.0,17.4
1607857200.0,17.5
1607858100.0,17.6
1607859000.0,17.4
1607859900.0,17.4
1607860800.0,17.5
1607861700.0,17.5
1607862600.0,17.3
1607863500.0,17.3
1607864400.0,17.5
1607865300.0,17.6
1607866200.0,17.5
1607867100.0,17.5
1607868000.0,17.7
1607868900.0,17.6
1607869800.0,17.6
1607870700.0,17.9
1607871600.0,18.0
1607872500.0,18.0
1607873400.0,17.9
1607874300.0,17.9
1607875200.0,17.7
1607876100.0,17.9
1607877000.0,17.8
1607877900.0,17.7
1607878800.0,17.9
1607879700.0,17.9
1607880600.0,17.7
1607881500.0,17.8
1607882400.0,17.7
1607883300.0,17.5
1607884200.0,17.2
1607885100.0,17.4
1607886000.0,17.3
1607886900.0,17.3
1607887800.0,17.3
1607888700.0,17.1
1607889600.0,17.2
1607890500.0,17.2
1607891400.0,17.5
1607892300.0,17.3
1607893200.0,17.3
1607894100.0,17.8
1607895000.0,17.5
1607895900.0,18.0
1607896800.0,17.8
1607897700.0,17.5
1607898600.0,17.7
1607899500.0,18.0
1607900400.0,18.0
1607901300.0,17.2
1607902200.0,17.5
1607903100.0,17.7
1607904000.0,17.8
1607904000.0,17.8
1607904000.0,17.8
1607904900.0,18.0
1607904900.0,18.0
1607905800.0,18.1
1607905800.0,18.1
1607906700.0,18.2
1607906700.0,18.2
1607907600.0,18.2
1607907600.0,18.2
1607908500.0,18.2
1607908500.0,18.2
1607909400.0,18.3
1607909400.0,18.3
1607910300.0,18.4
1607910300.0,18.4
1607911200.0,18.4
1607911200.0,18.4
1607912100.0,18.4
1607912100.0,18.4
1607913000.0,18.4
1607913000.0,18.4
1607913900.0,18.4
1607913900.0,18.4
1607914800.0,18.4
1607914800.0,18.4
1607915700.0,18.4
1607915700.0,18.4
1607916600.0,18.4
1607916600.0,18.4
1607917500.0,18.4
1607917500.0,18.4
1607918400.0,18.3
1607918400.0,18.3
1607919300.0,18.3
1607919300.0,18.3
1607920200.0,18.2
1607920200.0,18.2
1607921100.0,18.0
1607921100.0,18.0
1607922000.0,18.0
1607922000.0,18.0
1607922900.0,19.1
1607922900.0,19.1
1607923800.0,19.3
1607923800.0,19.3
1607924700.0,19.0
1607924700.0,19.0
1607925600.0,19.0
1607925600.0,19.0
1607926500.0,18.5
1607926500.0,18.5
1607927400.0,18.5
1607927400.0,18.5
1607928300.0,18.2
1607928300.0,18.2
1607929200.0,18.1
1607929200.0,18.1
1607930100.0,17.7
1607930100.0,17.7
1607931000.0,17.4
1607931000.0,17.4
1607931900.0,17.2
1607931900.0,17.2
1607932800.0,16.9
1607932800.0,16.9
1607933700.0,17.4
1607933700.0,17.4
1607934600.0,17.3
1607934600.0,17.3
1607935500.0,17.2
1607935500.0,17.2
1607936400.0,17.1
1607936400.0,17.1
1607937300.0,17.0
1607937300.0,17.0
1607938200.0,17.0
1607938200.0,17.0
1607939100.0,16.9
1607939100.0,16.9
1607940000.0,16.9
1607940000.0,16.9
1607940900.0,17.1
1607940900.0,17.1
1607941800.0,17.1
1607941800.0,17.1
1607942700.0,17.1
1607942700.0,17.1
1607943600.0,17.2
1607943600.0,17.2
1607944500.0,17.2
1607944500.0,17.2
1607945400.0,17.2
1607945400.0,17.2
1607946300.0,17.2
1607946300.0,17.2
1607947200.0,17.2
1607947200.0,17.2
1607948100.0,17.3
1607948100.0,17.3
1607949000.0,17.1
1607949000.0,17.1
1607949900.0,17.2
1607949900.0,17.2
1607950800.0,17.1
1607950800.0,17.1
1607951700.0,17.3
1607951700.0,17.3
1607952600.0,17.5
1607952600.0,17.5
1607953500.0,17.5
1607953500.0,17.5
1607954400.0,17.7
1607954400.0,17.7
1607955300.0,17.9
1607955300.0,17.9
1607956200.0,17.8
1607956200.0,17.8
1607957100.0,18.0
1607957100.0,18.0
1607958000.0,17.6
1607958000.0,17.6
1607958900.0,18.0
1607958900.0,18.0
1607959800.0,17.8
1607959800.0,17.8
1607960700.0,17.6
1607960700.0,17.6
1607961600.0,17.6
1607961600.0,17.6
1607962500.0,17.8
1607962500.0,17.8
1607963400.0,17.7
1607963400.0,17.7
1607964300.0,17.7
1607964300.0,17.7
1607965200.0,17.4
1607965200.0,17.4
1607966100.0,17.7
1607966100.0,17.7
1607967000.0,17.2
1607967000.0,17.2
1607967900.0,17.0
1607967900.0,17.0
1607968800.0,17.1
1607968800.0,17.1
1607969700.0,17.3
1607969700.0,17.3
1607970600.0,17.0
1607970600.0,17.0
1607971500.0,17.2
1607971500.0,17.2
1607972400.0,17.3
1607972400.0,17.3
1607973300.0,17.0
1607973300.0,17.0
1607974200.0,17.0
1607974200.0,17.0
1607975100.0,17.0
1607975100.0,17.0
1607976000.0,16.8
1607976000.0,16.8
1607976900.0,17.3
1607976900.0,17.3
1607977800.0,17.1
1607977800.0,17.1
1607978700.0,17.6
1607978700.0,17.6
1607979600.0,17.5
1607979600.0,17.5
1607980500.0,18.0
1607980500.0,18.0
1607981400.0,17.7
1607981400.0,17.7
1607982300.0,17.9
1607982300.0,17.9
1607983200.0,17.7
