timestamp,test_value
2020-07-02 09:55:34,300739.1
2020-07-02 21:34:43,300128.7
2020-07-02 13:22:32,301503.1
2020-07-02 10:37:25,301572.2
2020-07-02 13:22:32,301503.1
2020-07-02 10:37:25,301572.2
2020-07-02 09:46:38,301124.6
2020-07-02 09:50:36,300516.3
2020-07-02 09:46:38,300570.6
2020-07-02 09:55:34,300768.9
2020-07-02 09:47:59,300610.3
2020-07-02 21:34:43,301716.5
2020-07-02 09:50:36,300372.6
2020-07-02 21:33:19,301997.3
2020-07-02 09:47:59,300718.8
2020-07-02 21:33:19,300679.9
2020-07-02 21:31:58,300943.4
2020-07-02 13:11:28,300193.0
2020-07-02 21:34:00,300762.2
2020-07-02 17:41:32,301080.5
2020-07-02 09:47:17,301126.4
2020-07-02 09:47:17,300556.8
2020-07-02 21:36:50,301024.6
2020-07-02 09:52:34,300092.0
2020-07-02 09:51:14,300253.5
2020-07-02 09:51:56,300092.0
2020-07-02 21:36:03,300881.3
2020-07-02 21:36:50,300089.2
2020-07-02 09:53:37,300577.0
2020-07-02 09:54:19,299780.2
2020-07-02 21:36:03,300923.2
2020-07-02 09:52:34,300967.4
2020-07-02 09:53:37,301086.6
2020-07-02 09:54:19,300314.1
2020-07-02 21:35:23,301478.1
2020-07-02 09:54:56,299991.2
2020-07-02 13:16:02,300866.5
2020-07-02 13:12:09,299930.7
2020-07-02 13:15:13,300678.3
2020-07-02 13:20:39,300071.9
2020-07-02 10:40:40,300132.4
2020-07-02 13:20:39,300071.9
2020-07-02 10:40:40,300132.4
2020-07-02 13:13:01,301124.6
2020-07-02 13:13:47,301383.6
2020-07-02 13:13:01,302142.5
2020-07-02 13:16:02,301063.6
2020-07-02 13:17:20,300114.0
2020-07-02 13:19:59,300787.1
2020-07-02 10:41:37,300888.0
2020-07-02 13:19:59,300787.1
2020-07-02 10:41:37,300888.0
2020-07-02 13:21:16,300860.7
2020-07-02 10:38:56,300921.5
2020-07-02 13:21:16,300860.7
2020-07-02 10:38:56,300921.5
2020-07-02 13:13:47,301246.5
2020-07-02 13:14:31,300982.4
2020-07-02 13:14:31,300747.4
2020-07-02 13:05:27,301878.1
2020-07-02 13:10:49,301065.1
2020-07-02 13:15:13,302342.8
2020-07-02 13:11:28,299890.4
2020-07-02 13:16:40,300628.4
2020-07-02 13:04:47,300556.8
2020-07-02 13:10:49,299930.7
2020-07-02 12:31:26,300456.7
2020-07-02 13:21:16,301144.7
2020-07-02 10:38:56,301245.8
2020-07-02 13:21:16,301144.7
2020-07-02 10:38:56,301245.8
2020-07-02 13:20:39,300232.5
2020-07-02 10:40:40,300254.0
2020-07-02 13:20:39,300232.5
2020-07-02 10:40:40,300254.0
2020-07-02 13:12:09,301622.8
2020-07-02 13:16:40,300172.8
2020-07-02 12:14:06,300100.8
2020-07-02 13:21:54,300637.8
2020-07-02 13:19:59,300354.6
2020-07-02 10:41:37,300415.2
2020-07-02 13:19:59,300354.6
2020-07-02 10:41:37,300415.2
2020-07-02 12:22:22,300496.3
2020-07-02 12:14:06,300361.3
2020-07-02 12:23:03,300654.9
2020-07-02 12:13:26,300536.0
2020-07-02 12:23:03,300583.8
2020-07-02 13:19:19,301383.6
2020-07-02 10:42:22,301449.9
2020-07-02 13:19:19,301383.6
2020-07-02 10:42:22,301449.9
2020-07-02 12:13:26,300847.2
2020-07-02 08:43:43,300137.0
2020-07-02 12:14:44,300786.4
2020-07-02 13:18:41,300597.3
2020-07-02 10:43:16,300694.5
2020-07-02 13:18:41,300597.3
2020-07-02 10:43:16,300694.5
2020-07-02 13:19:19,300112.2
2020-07-02 10:42:22,300159.3
2020-07-02 13:19:19,300112.2
2020-07-02 10:42:22,300159.3
2020-07-02 12:23:40,300786.4
2020-07-02 12:23:40,300417.2
2020-07-02 13:10:09,300273.7
2020-07-02 12:27:23,300694.5
2020-07-02 08:43:43,300572.0
2020-07-02 12:27:23,300583.8
2020-07-02 12:28:39,301375.4
2020-07-02 12:29:17,300932.6
2020-07-02 12:30:30,300563.6
2020-07-02 12:28:39,299982.3
2020-07-02 12:29:17,300989.3
2020-07-02 12:31:26,301762.6
2020-07-02 12:32:08,301091.6
2020-07-02 12:30:30,301211.0
2020-07-02 08:36:11,301486.6
2020-07-02 12:32:08,300159.3
2020-07-02 08:42:18,300957.1
2020-07-02 12:22:22,301416.2
2020-07-02 08:36:49,300532.7
2020-07-02 08:42:18,301805.9
2020-07-02 08:37:51,299925.7
2020-07-02 08:41:39,300228.3
2020-07-02 08:42:57,300611.9
2020-07-02 08:42:57,302548.3
2020-07-02 08:39:49,300889.7
2020-07-02 08:38:31,301406.9
2020-07-02 08:38:31,300632.7
2020-07-02 08:28:55,300770.6
2020-07-02 08:37:51,300691.2
2020-07-02 12:28:00,300381.5
2020-07-02 08:33:08,301367.0
2020-07-02 12:28:00,302369.4
2020-07-02 08:32:05,300453.5
2020-07-02 08:33:08,300268.7
2020-07-02 08:31:23,301424.5
2020-07-02 08:32:05,300470.8
2020-07-02 08:41:39,300850.0
2020-07-02 08:35:29,300794.8
2020-07-02 08:41:00,300929.4
2020-07-02 08:36:11,299865.2
2020-07-02 08:41:00,300734.0
2020-07-02 08:36:49,300046.6
2020-07-02 08:35:29,300058.0
2020-07-02 21:28:08,300578.6
2020-07-02 21:23:48,300801.9
2020-07-02 21:23:48,300659.6
2020-07-02 21:22:27,300801.9
2020-07-02 21:27:30,301533.0
2020-07-02 21:22:27,300457.2
2020-07-02 21:23:08,300762.2
2020-07-02 21:23:08,300578.6
2020-07-02 21:21:48,300366.0
2020-07-02 21:21:48,300477.5
2020-07-02 21:26:35,301877.3
2020-07-02 21:29:59,303242.5
2020-07-02 17:45:21,300857.2
2020-07-02 21:20:29,301478.1
2020-07-02 17:42:12,300958.7
2020-07-02 21:29:59,300943.4
2020-07-02 21:26:35,301838.9
2020-07-02 21:21:08,300801.9
2020-07-02 17:44:05,300179.8
2020-07-02 17:43:11,300229.9
2020-07-02 17:44:05,300179.8
2020-07-02 17:43:11,300229.9
2020-07-02 21:28:47,301268.4
2020-07-02 17:45:21,301091.5
2020-07-02 21:28:47,300524.3
2020-07-02 17:44:43,301895.0
2020-07-02 17:44:43,299863.9
2020-07-02 21:21:08,300720.4
2020-07-02 21:28:08,301877.3
2020-07-02 21:31:58,300366.0
2020-07-02 21:20:29,301288.8
2020-07-02 21:24:29,300923.2
2020-07-02 21:24:29,300921.0
2020-07-02 21:31:18,300416.8
2020-07-02 17:42:12,300575.5
2020-07-02 17:40:20,301769.0
2020-07-02 21:25:38,300821.7
2020-07-02 21:31:18,300960.7
2020-07-02 17:41:32,300615.1
2020-07-02 21:25:38,300049.7
2020-07-02 21:30:38,301187.1
2020-07-02 17:43:11,302088.9
2020-07-02 21:38:23,300538.2
2020-07-02 21:34:00,300740.7
2020-07-02 09:57:51,299689.0
2020-07-02 21:38:23,300921.0
2020-07-02 06:43:54,299709.2
2020-07-02 09:57:51,300729.2
2020-07-02 09:59:08,300496.1
2020-07-02 09:59:08,300888.0
2020-07-02 06:43:54,300995.6
2020-07-02 09:57:01,300860.7
2020-07-02 09:59:47,299870.3
