timestamp,ftr_vector
1608221160.0,"[1.2386523333333337, 1.246375, 1.1405856666666667, 1.0410011666666668, 0.8859471666666665, 0.7245894999999999, 0.6306728333333335, 0.5906825, 0.5908770000000001, 0.5850265]"
1608221220.0,"[1.2386523333333337, 1.246375, 1.1405856666666667, 1.0410011666666668, 0.8859471666666665, 0.7245894999999999, 0.6306728333333335, 0.5906825, 0.5908770000000001, 0.5850265]"
1608221280.0,"[1.246375, 1.1405856666666667, 1.0410011666666668, 0.8859471666666665, 0.7245894999999999, 0.6306728333333335, 0.5906825, 0.5908770000000001, 0.5850265, 0.6132898333333333]"
1608221340.0,"[1.0410011666666668, 0.8859471666666665, 0.7245894999999999, 0.6306728333333335, 0.5906825, 0.5908770000000001, 0.5850265, 0.6132898333333333, 0.6773205, 0.8633286666666667]"
1608221400.0,"[1.1405856666666667, 1.0410011666666668, 0.8859471666666665, 0.7245894999999999, 0.6306728333333335, 0.5906825, 0.5908770000000001, 0.5850265, 0.6132898333333333, 0.6773205]"
1608221460.0,"[0.8859471666666665, 0.7245894999999999, 0.6306728333333335, 0.5906825, 0.5908770000000001, 0.5850265, 0.6132898333333333, 0.6773205, 0.8633286666666667, 0.9905721666666666]"
1608221520.0,"[1.0410011666666668, 0.8859471666666665, 0.7245894999999999, 0.6306728333333335, 0.5906825, 0.5908770000000001, 0.5850265, 0.6132898333333333, 0.6773205, 0.8633286666666667]"
1608221580.0,"[1.246375, 1.1405856666666667, 1.0410011666666668, 0.8859471666666665, 0.7245894999999999, 0.6306728333333335, 0.5906825, 0.5908770000000001, 0.5850265, 0.6132898333333333]"
1608221640.0,"[0.7245894999999999, 0.6306728333333335, 0.5906825, 0.5908770000000001, 0.5850265, 0.6132898333333333, 0.6773205, 0.8633286666666667, 0.9905721666666666, 1.1190776666666666]"
1608221700.0,"[0.5906825, 0.5908770000000001, 0.5850265, 0.6132898333333333, 0.6773205, 0.8633286666666667, 0.9905721666666666, 1.1190776666666666, 1.1125048333333336, 1.0549205000000001]"
1608221760.0,"[0.8859471666666665, 0.7245894999999999, 0.6306728333333335, 0.5906825, 0.5908770000000001, 0.5850265, 0.6132898333333333, 0.6773205, 0.8633286666666667, 0.9905721666666666]"
1608221820.0,"[1.1405856666666667, 1.0410011666666668, 0.8859471666666665, 0.7245894999999999, 0.6306728333333335, 0.5906825, 0.5908770000000001, 0.5850265, 0.6132898333333333, 0.6773205]"
1608221880.0,"[1.1405856666666667, 1.0410011666666668, 0.8859471666666665, 0.7245894999999999, 0.6306728333333335, 0.5906825, 0.5908770000000001, 0.5850265, 0.6132898333333333, 0.6773205]"
1608221940.0,"[0.6306728333333335, 0.5906825, 0.5908770000000001, 0.5850265, 0.6132898333333333, 0.6773205, 0.8633286666666667, 0.9905721666666666, 1.1190776666666666, 1.1125048333333336]"
1608222000.0,"[0.9905721666666666, 1.1190776666666666, 1.1125048333333336, 1.0549205000000001, 1.031879, 1.0811708333333332, 0.9889478333333334, 0.9334843333333331, 0.9126444999999999, 0.9363171666666668]"
1608222060.0,"[0.5908770000000001, 0.5850265, 0.6132898333333333, 0.6773205, 0.8633286666666667, 0.9905721666666666, 1.1190776666666666, 1.1125048333333336, 1.0549205000000001, 1.031879]"
1608222120.0,"[1.0549205000000001, 1.031879, 1.0811708333333332, 0.9889478333333334, 0.9334843333333331, 0.9126444999999999, 0.9363171666666668, 0.9834728333333334, 1.1215478333333335, 1.1636198333333332]"
1608222180.0,"[1.2386523333333337, 1.246375, 1.1405856666666667, 1.0410011666666668, 0.8859471666666665, 0.7245894999999999, 0.6306728333333335, 0.5906825, 0.5908770000000001, 0.5850265]"
1608222240.0,"[1.2386523333333337, 1.246375, 1.1405856666666667, 1.0410011666666668, 0.8859471666666665, 0.7245894999999999, 0.6306728333333335, 0.5906825, 0.5908770000000001, 0.5850265]"
1608222300.0,"[1.0549205000000001, 1.031879, 1.0811708333333332, 0.9889478333333334, 0.9334843333333331, 0.9126444999999999, 0.9363171666666668, 0.9834728333333334, 1.1215478333333335, 1.1636198333333332]"
1608222360.0,"[1.1190776666666666, 1.1125048333333336, 1.0549205000000001, 1.031879, 1.0811708333333332, 0.9889478333333334, 0.9334843333333331, 0.9126444999999999, 0.9363171666666668, 0.9834728333333334]"
1608222420.0,"[0.5908770000000001, 0.5850265, 0.6132898333333333, 0.6773205, 0.8633286666666667, 0.9905721666666666, 1.1190776666666666, 1.1125048333333336, 1.0549205000000001, 1.031879]"
1608222480.0,"[0.9363171666666668, 0.9834728333333334, 1.1215478333333335, 1.1636198333333332, 1.0866965000000002, 0.9945113333333332, 0.7515115, 0.6321676666666666, 0.5657530000000002, 0.5448031666666667]"
1608222540.0,"[1.0410011666666668, 0.8859471666666665, 0.7245894999999999, 0.6306728333333335, 0.5906825, 0.5908770000000001, 0.5850265, 0.6132898333333333, 0.6773205, 0.8633286666666667]"
1608222600.0,"[0.9363171666666668, 0.9834728333333334, 1.1215478333333335, 1.1636198333333332, 1.0866965000000002, 0.9945113333333332, 0.7515115, 0.6321676666666666, 0.5657530000000002, 0.5448031666666667]"
1608222660.0,"[1.1215478333333335, 1.1636198333333332, 1.0866965000000002, 0.9945113333333332, 0.7515115, 0.6321676666666666, 0.5657530000000002, 0.5448031666666667, 0.5382053333333333, 0.5498998333333334]"
1608222720.0,"[1.2386523333333337, 1.246375, 1.1405856666666667, 1.0410011666666668, 0.8859471666666665, 0.7245894999999999, 0.6306728333333335, 0.5906825, 0.5908770000000001, 0.5850265]"
1608222780.0,"[0.7245894999999999, 0.6306728333333335, 0.5906825, 0.5908770000000001, 0.5850265, 0.6132898333333333, 0.6773205, 0.8633286666666667, 0.9905721666666666, 1.1190776666666666]"
1608222840.0,"[0.6306728333333335, 0.5906825, 0.5908770000000001, 0.5850265, 0.6132898333333333, 0.6773205, 0.8633286666666667, 0.9905721666666666, 1.1190776666666666, 1.1125048333333336]"
1608222900.0,"[1.1405856666666667, 1.0410011666666668, 0.8859471666666665, 0.7245894999999999, 0.6306728333333335, 0.5906825, 0.5908770000000001, 0.5850265, 0.6132898333333333, 0.6773205]"
1608222960.0,"[1.1190776666666666, 1.1125048333333336, 1.0549205000000001, 1.031879, 1.0811708333333332, 0.9889478333333334, 0.9334843333333331, 0.9126444999999999, 0.9363171666666668, 0.9834728333333334]"
1608223020.0,"[0.6132898333333333, 0.6773205, 0.8633286666666667, 0.9905721666666666, 1.1190776666666666, 1.1125048333333336, 1.0549205000000001, 1.031879, 1.0811708333333332, 0.9889478333333334]"
1608223080.0,"[1.0549205000000001, 1.031879, 1.0811708333333332, 0.9889478333333334, 0.9334843333333331, 0.9126444999999999, 0.9363171666666668, 0.9834728333333334, 1.1215478333333335, 1.1636198333333332]"
1608223140.0,"[0.5657530000000002, 0.5448031666666667, 0.5382053333333333, 0.5498998333333334, 0.642525, 0.8353196666666668, 1.0762144999999999, 1.1181298333333334, 1.1193971666666669, 1.0997623333333335]"
1608223200.0,"[0.5498998333333334, 0.642525, 0.8353196666666668, 1.0762144999999999, 1.1181298333333334, 1.1193971666666669, 1.0997623333333335, 1.1395754999999999, 1.1136081666666668, 1.113444833333333]"
1608223260.0,"[0.8353196666666668, 1.0762144999999999, 1.1181298333333334, 1.1193971666666669, 1.0997623333333335, 1.1395754999999999, 1.1136081666666668, 1.113444833333333, 1.0886203333333335, 1.0804871666666664]"
1608223320.0,"[1.1405856666666667, 1.0410011666666668, 0.8859471666666665, 0.7245894999999999, 0.6306728333333335, 0.5906825, 0.5908770000000001, 0.5850265, 0.6132898333333333, 0.6773205]"
1608223380.0,"[0.7245894999999999, 0.6306728333333335, 0.5906825, 0.5908770000000001, 0.5850265, 0.6132898333333333, 0.6773205, 0.8633286666666667, 0.9905721666666666, 1.1190776666666666]"
1608223440.0,"[0.8859471666666665, 0.7245894999999999, 0.6306728333333335, 0.5906825, 0.5908770000000001, 0.5850265, 0.6132898333333333, 0.6773205, 0.8633286666666667, 0.9905721666666666]"
1608223500.0,"[0.9334843333333331, 0.9126444999999999, 0.9363171666666668, 0.9834728333333334, 1.1215478333333335, 1.1636198333333332, 1.0866965000000002, 0.9945113333333332, 0.7515115, 0.6321676666666666]"
1608223560.0,"[0.5850265, 0.6132898333333333, 0.6773205, 0.8633286666666667, 0.9905721666666666, 1.1190776666666666, 1.1125048333333336, 1.0549205000000001, 1.031879, 1.0811708333333332]"
1608223620.0,"[1.2386523333333337, 1.246375, 1.1405856666666667, 1.0410011666666668, 0.8859471666666665, 0.7245894999999999, 0.6306728333333335, 0.5906825, 0.5908770000000001, 0.5850265]"
1608223680.0,"[0.6773205, 0.8633286666666667, 0.9905721666666666, 1.1190776666666666, 1.1125048333333336, 1.0549205000000001, 1.031879, 1.0811708333333332, 0.9889478333333334, 0.9334843333333331]"
1608223740.0,"[0.642525, 0.8353196666666668, 1.0762144999999999, 1.1181298333333334, 1.1193971666666669, 1.0997623333333335, 1.1395754999999999, 1.1136081666666668, 1.113444833333333, 1.0886203333333335]"
1608223800.0,"[0.5382053333333333, 0.5498998333333334, 0.642525, 0.8353196666666668, 1.0762144999999999, 1.1181298333333334, 1.1193971666666669, 1.0997623333333335, 1.1395754999999999, 1.1136081666666668]"
1608223860.0,"[1.0886203333333335, 1.0804871666666664, 0.9855741666666669, 0.9981128333333332, 1.0126729999999997, 1.1263878333333333, 1.1418000000000001, 1.0606711666666668, 0.9313921666666666, 0.7881681666666667]"
1608223920.0,"[1.0886203333333335, 1.0804871666666664, 0.9855741666666669, 0.9981128333333332, 1.0126729999999997, 1.1263878333333333, 1.1418000000000001, 1.0606711666666668, 0.9313921666666666, 0.7881681666666667]"
1608223980.0,"[1.1190776666666666, 1.1125048333333336, 1.0549205000000001, 1.031879, 1.0811708333333332, 0.9889478333333334, 0.9334843333333331, 0.9126444999999999, 0.9363171666666668, 0.9834728333333334]"
1608224040.0,"[0.7515115, 0.6321676666666666, 0.5657530000000002, 0.5448031666666667, 0.5382053333333333, 0.5498998333333334, 0.642525, 0.8353196666666668, 1.0762144999999999, 1.1181298333333334]"
1608224100.0,"[0.5908770000000001, 0.5850265, 0.6132898333333333, 0.6773205, 0.8633286666666667, 0.9905721666666666, 1.1190776666666666, 1.1125048333333336, 1.0549205000000001, 1.031879]"
1608224160.0,"[1.0997623333333335, 1.1395754999999999, 1.1136081666666668, 1.113444833333333, 1.0886203333333335, 1.0804871666666664, 0.9855741666666669, 0.9981128333333332, 1.0126729999999997, 1.1263878333333333]"
1608224220.0,"[0.6306728333333335, 0.5906825, 0.5908770000000001, 0.5850265, 0.6132898333333333, 0.6773205, 0.8633286666666667, 0.9905721666666666, 1.1190776666666666, 1.1125048333333336]"
1608224280.0,"[1.113444833333333, 1.0886203333333335, 1.0804871666666664, 0.9855741666666669, 0.9981128333333332, 1.0126729999999997, 1.1263878333333333, 1.1418000000000001, 1.0606711666666668, 0.9313921666666666]"
1608224340.0,"[1.1263878333333333, 1.1418000000000001, 1.0606711666666668, 0.9313921666666666, 0.7881681666666667, 0.6842953333333334, 0.6226028333333332, 0.5810493333333333, 0.5785095, 0.5892121666666665]"
1608224400.0,"[1.246375, 1.1405856666666667, 1.0410011666666668, 0.8859471666666665, 0.7245894999999999, 0.6306728333333335, 0.5906825, 0.5908770000000001, 0.5850265, 0.6132898333333333]"
1608224460.0,"[0.6306728333333335, 0.5906825, 0.5908770000000001, 0.5850265, 0.6132898333333333, 0.6773205, 0.8633286666666667, 0.9905721666666666, 1.1190776666666666, 1.1125048333333336]"
1608224520.0,"[1.1636198333333332, 1.0866965000000002, 0.9945113333333332, 0.7515115, 0.6321676666666666, 0.5657530000000002, 0.5448031666666667, 0.5382053333333333, 0.5498998333333334, 0.642525]"
1608224580.0,"[0.6773205, 0.8633286666666667, 0.9905721666666666, 1.1190776666666666, 1.1125048333333336, 1.0549205000000001, 1.031879, 1.0811708333333332, 0.9889478333333334, 0.9334843333333331]"
1608224640.0,"[1.1263878333333333, 1.1418000000000001, 1.0606711666666668, 0.9313921666666666, 0.7881681666666667, 0.6842953333333334, 0.6226028333333332, 0.5810493333333333, 0.5785095, 0.5892121666666665]"
1608224700.0,"[0.6653299999999999, 0.8411244999999999, 1.094472, 1.0478286666666667, 1.0311525000000001, 1.0271488333333336, 0.9962945000000001, 0.9999808333333334, 0.9600911666666666, 0.9482638333333333]"
1608224760.0,"[0.5785095, 0.5892121666666665, 0.6653299999999999, 0.8411244999999999, 1.094472, 1.0478286666666667, 1.0311525000000001, 1.0271488333333336, 0.9962945000000001, 0.9999808333333334]"
1608224820.0,"[0.642525, 0.8353196666666668, 1.0762144999999999, 1.1181298333333334, 1.1193971666666669, 1.0997623333333335, 1.1395754999999999, 1.1136081666666668, 1.113444833333333, 1.0886203333333335]"
1608224880.0,"[0.8353196666666668, 1.0762144999999999, 1.1181298333333334, 1.1193971666666669, 1.0997623333333335, 1.1395754999999999, 1.1136081666666668, 1.113444833333333, 1.0886203333333335, 1.0804871666666664]"
1608224940.0,"[0.6653299999999999, 0.8411244999999999, 1.094472, 1.0478286666666667, 1.0311525000000001, 1.0271488333333336, 0.9962945000000001, 0.9999808333333334, 0.9600911666666666, 0.9482638333333333]"
1608225000.0,"[0.8859471666666665, 0.7245894999999999, 0.6306728333333335, 0.5906825, 0.5908770000000001, 0.5850265, 0.6132898333333333, 0.6773205, 0.8633286666666667, 0.9905721666666666]"
1608225060.0,"[0.8633286666666667, 0.9905721666666666, 1.1190776666666666, 1.1125048333333336, 1.0549205000000001, 1.031879, 1.0811708333333332, 0.9889478333333334, 0.9334843333333331, 0.9126444999999999]"
1608225120.0,"[1.0410011666666668, 0.8859471666666665, 0.7245894999999999, 0.6306728333333335, 0.5906825, 0.5908770000000001, 0.5850265, 0.6132898333333333, 0.6773205, 0.8633286666666667]"
1608225180.0,"[0.6226028333333332, 0.5810493333333333, 0.5785095, 0.5892121666666665, 0.6653299999999999, 0.8411244999999999, 1.094472, 1.0478286666666667, 1.0311525000000001, 1.0271488333333336]"
1608225240.0,"[0.9981128333333332, 1.0126729999999997, 1.1263878333333333, 1.1418000000000001, 1.0606711666666668, 0.9313921666666666, 0.7881681666666667, 0.6842953333333334, 0.6226028333333332, 0.5810493333333333]"
1608225300.0,"[0.6321676666666666, 0.5657530000000002, 0.5448031666666667, 0.5382053333333333, 0.5498998333333334, 0.642525, 0.8353196666666668, 1.0762144999999999, 1.1181298333333334, 1.1193971666666669]"
